card_id,trophy_bin,appearances,wins_with_card,total_battles_bin,usage_rate,win_rate,card_name
26000050,5000-9999,6040,2756,79712,0.07577278201525492,0.4562913907284768,Royal Ghost
26000067,5000-9999,5780,2808,79712,0.07251103974307507,0.48581314878892734,Elixir Golem
26000059,5000-9999,5773,2720,79712,0.07242322360497792,0.4711588428893123,Royal Hogs
27000009,5000-9999,5772,2645,79712,0.07241067844239261,0.45824670824670827,Tombstone
26000047,5000-9999,5527,2648,79712,0.06933711360899238,0.4791025872987154,Royal Recruits
28000007,5000-9999,5376,2224,79712,0.067442794058611,0.41369047619047616,Lightning
26000038,5000-9999,5332,2621,79712,0.06689080690485749,0.4915603900975244,Ice Golem
28000006,5000-9999,5185,2823,79712,0.06504666800481734,0.5444551591128255,Mirror
26000034,5000-9999,5019,2389,79712,0.06296417101565636,0.47599123331340903,Bowler
26000039,5000-9999,4997,2115,79712,0.06268817743877961,0.4232539523714229,Mega Minion
26000031,5000-9999,4817,2433,79712,0.06043004817342433,0.5050861532073905,Fire Spirit
26000085,5000-9999,4669,2221,79712,0.05857336411079887,0.47569072606553864,Electro Giant
27000012,5000-9999,4512,2051,79712,0.05660377358490566,0.4545656028368794,Goblin Cage
26000044,5000-9999,4293,2099,79712,0.0538563829787234,0.48893547635686,Hunter
28000014,5000-9999,4135,2168,79712,0.05187424729024488,0.524304715840387,Earthquake
26000093,5000-9999,4072,2186,79712,0.05108390204737053,0.5368369351669942,Little Prince
26000003,5000-9999,4056,1690,79712,0.05088317944600562,0.4166666666666667,Giant
28000018,5000-9999,4055,2099,79712,0.05087063428342031,0.517632552404439,Royal Delivery
28000013,5000-9999,4042,2063,79712,0.05070754716981132,0.5103908955962395,Clone
26000083,5000-9999,3979,1844,79712,0.04991720192693697,0.4634330233727067,Mother Witch
26000060,5000-9999,3977,1796,79712,0.04989211160176636,0.4515966809152628,Goblin Giant
26000065,5000-9999,3920,1986,79712,0.04917703733440385,0.5066326530612245,Mighty Miner
28000010,5000-9999,3878,1494,79712,0.048650140505820956,0.38525012893243943,Graveyard
26000002,5000-9999,3502,1749,79712,0.043933159373745485,0.49942889777270133,Goblins
27000008,5000-9999,3413,1561,79712,0.04281663990365315,0.45736888368004686,X-Bow
26000048,5000-9999,3277,1429,79712,0.041110497792051386,0.43606957583155326,Night Witch
28000024,5000-9999,3255,1431,79712,0.04083450421517463,0.4396313364055299,Goblin Curse
27000004,5000-9999,3245,1525,79712,0.04070905258932156,0.4699537750385208,Bomb Tower
26000072,5000-9999,3185,1522,79712,0.03995634283420313,0.47786499215070644,Archer Queen
26000102,5000-9999,3090,1539,79712,0.03876455238859896,0.4980582524271845,Berserker
27000001,5000-9999,3026,1323,79712,0.0379616619831393,0.43721083939193656,Goblin Hut
26000080,5000-9999,2684,1168,79712,0.033671216378964273,0.43517138599105815,Skeleton Dragons
26000057,5000-9999,2553,1136,79712,0.03202780008028904,0.44496670583627107,Flying Machine
27000002,5000-9999,2522,1236,79712,0.03163890004014452,0.49008723235527357,Mortar
